,Title,genre,listing_price,currently_available,rating,book_cover,book_url
70,The Art Forger,Add a comment,£40.76,"

    
        In stock
    
",3,../media/cache/70/fa/70fa6c0437d9c97dbeada6bd32bf9d2c.jpg,the-art-forger_930/index.html
71,The Age of Genius: ...,History,£19.73,"

    
        In stock
    
",1,../media/cache/2d/4e/2d4e358712e6c9f1d3bdd78d1a16e5a8.jpg,the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html
72,The Activist's Tao Te ...,Spirituality,£32.24,"

    
        In stock
    
",5,../media/cache/96/db/96db61bb53930c560fb4c1c62b583816.jpg,the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html
73,Spark Joy: An Illustrated ...,Nonfiction,£41.83,"

    
        In stock
    
",4,../media/cache/f3/4f/f34ffb24cc21c9f9f52dad4fd8f3ac21.jpg,spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html
74,Soul Reader,Default,£39.58,"

    
        In stock
    
",2,../media/cache/69/85/69852567cf97264a1442cbc882c84903.jpg,soul-reader_926/index.html
75,Security,Horror,£39.25,"

    
        In stock
    
",2,../media/cache/da/df/dadfac66a89774b46b10225362724c83.jpg,security_925/index.html
76,"Saga, Volume 6 (Saga ...",Fantasy,£25.02,"

    
        In stock
    
",3,../media/cache/43/ae/43aee83ebb31e2122a7215e413770e5c.jpg,saga-volume-6-saga-collected-editions-6_924/index.html
77,"Saga, Volume 5 (Saga ...",Sequential Art,£51.04,"

    
        In stock
    
",2,../media/cache/e1/ea/e1ea6cb36e62ae6dc7b805f68ab9a700.jpg,saga-volume-5-saga-collected-editions-5_923/index.html
78,Reskilling America: Learning to ...,Nonfiction,£19.83,"

    
        In stock
    
",2,../media/cache/97/f8/97f8debeeaaece9603267653076e760f.jpg,reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html
79,"Rat Queens, Vol. 3: ...",Sequential Art,£50.40,"

    
        In stock
    
",3,../media/cache/f3/ef/f3efd43ae0fa85d9b325d5e8783e7af5.jpg,rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
80,"Princess Jellyfish 2-in-1 Omnibus, ...",Sequential Art,£13.61,"

    
        In stock
    
",5,../media/cache/78/0b/780b2c28122750c2c383846155815bf7.jpg,princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html
81,Princess Between Worlds (Wide-Awake ...,Fantasy,£13.34,"

    
        In stock
    
",5,../media/cache/b7/e8/b7e84b78be3d9bb79b71156a5e5d4e42.jpg,princess-between-worlds-wide-awake-princess-5_919/index.html
82,"Pop Gun War, Volume ...",Sequential Art,£18.97,"

    
        In stock
    
",1,../media/cache/c8/2f/c82f629a31b3f47bdb17ac14aa51076d.jpg,pop-gun-war-volume-1-gift_918/index.html
83,"Political Suicide: Missteps, Peccadilloes, ...",History,£36.28,"

    
        In stock
    
",2,../media/cache/64/44/6444dacdcb9edaadbbd691524622aeb8.jpg,political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html
84,Patience,Sequential Art,£10.16,"

    
        In stock
    
",3,../media/cache/01/72/01726c619a05114dca75bd840095016d.jpg,patience_916/index.html
85,"Outcast, Vol. 1: A ...",Sequential Art,£15.44,"

    
        In stock
    
",4,../media/cache/cb/00/cb004189f548d75ad430d3ed19e6daa9.jpg,outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html
86,orange: The Complete Collection ...,Sequential Art,£48.41,"

    
        In stock
    
",1,../media/cache/03/88/03886a8502ca54dbce0d91c2568ab69d.jpg,orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html
87,Online Marketing for Busy ...,Self Help,£46.35,"

    
        In stock
    
",1,../media/cache/ea/9b/ea9b2cb8abbb317402e618445bade1e1.jpg,online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html
88,On a Midnight Clear,Add a comment,£14.07,"

    
        In stock
    
",3,../media/cache/a1/14/a114d70e7babf110ba42a389078e9a45.jpg,on-a-midnight-clear_912/index.html
89,Obsidian (Lux #1),Young Adult,£14.86,"

    
        In stock
    
",2,../media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,obsidian-lux-1_911/index.html
90,My Paris Kitchen: Recipes ...,Food and Drink,£33.37,"

    
        In stock
    
",2,../media/cache/f5/65/f565af3d9dd20a1ad72a1e7c4157387d.jpg,my-paris-kitchen-recipes-and-stories_910/index.html
91,Masks and Shadows,Fantasy,£56.40,"

    
        In stock
    
",2,../media/cache/ff/e8/ffe81bf98f8386ef29e193abfb6f9c1e.jpg,masks-and-shadows_909/index.html
92,Mama Tried: Traditional Italian ...,Food and Drink,£14.02,"

    
        In stock
    
",4,../media/cache/10/c6/10c61093002db1fec4089d8076678624.jpg,mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html
93,"Lumberjanes, Vol. 2: Friendship ...",Sequential Art,£46.91,"

    
        In stock
    
",2,../media/cache/d3/15/d3158e8d3546fb90cced3c1d44a92a34.jpg,lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
94,"Lumberjanes, Vol. 1: Beware ...",Sequential Art,£45.61,"

    
        In stock
    
",3,../media/cache/7e/a0/7ea062007ef00107e3c16d336b41fab2.jpg,lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
95,Lumberjanes Vol. 3: A ...,Sequential Art,£19.92,"

    
        In stock
    
",2,../media/cache/5f/b1/5fb1bf88dcfda795606745ce35be5975.jpg,lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
96,"Layered: Baking, Building, and ...",Food and Drink,£40.11,"

    
        In stock
    
",1,../media/cache/98/d1/98d1c979c4bac9e147a6718946578b0f.jpg,layered-baking-building-and-styling-spectacular-cakes_904/index.html
97,Judo: Seven Steps to ...,Add a comment,£53.90,"

    
        In stock
    
",2,../media/cache/5f/52/5f52b1bc6d45daab2e330c744feb0359.jpg,judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html
98,Join,Science Fiction,£35.67,"

    
        In stock
    
",5,../media/cache/93/63/9363f0065fbad5689f44fcf6e203eef3.jpg,join_902/index.html
99,In the Country We ...,Nonfiction,£22.00,"

    
        In stock
    
",4,../media/cache/fe/ea/feeafd2ad7b3077f8e74cbb1da9e3c7d.jpg,in-the-country-we-love-my-family-divided_901/index.html
100,Immunity: How Elie Metchnikoff ...,Science,£57.36,"

    
        In stock
    
",5,../media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
101,"I Hate Fairyland, Vol. ...",Sequential Art,£29.17,"

    
        In stock
    
",2,../media/cache/aa/74/aa74004807e97a79aa084b5db329a99b.jpg,i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html
102,I am a Hero ...,Sequential Art,£54.63,"

    
        In stock
    
",3,../media/cache/16/d4/16d443437126bf6d536a89312c1995a5.jpg,i-am-a-hero-omnibus-volume-1_898/index.html
103,How to Be Miserable: ...,Self Help,£46.03,"

    
        In stock
    
",1,../media/cache/da/8b/da8bc9b824dd3f446ef63e438ddbfc85.jpg,how-to-be-miserable-40-strategies-you-already-use_897/index.html
104,Her Backup Boyfriend (The ...,Romance,£33.97,"

    
        In stock
    
",1,../media/cache/1e/bb/1ebbbc3e2d3249b111033cfc40763b0b.jpg,her-backup-boyfriend-the-sorensen-family-1_896/index.html
105,"Giant Days, Vol. 2 ...",Sequential Art,£22.11,"

    
        In stock
    
",2,../media/cache/90/6f/906f0168b0e155a7077625499b1737b5.jpg,giant-days-vol-2-giant-days-5-8_895/index.html
106,Forever and Forever: The ...,Historical Fiction,£29.69,"

    
        In stock
    
",3,../media/cache/d6/58/d658a1485b130ff26ca5fb0d5975ed2e.jpg,forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
107,First and First (Five ...,Romance,£15.97,"

    
        In stock
    
",4,../media/cache/c4/d1/c4d1517cc9370e292366b6132ca9ca36.jpg,first-and-first-five-boroughs-3_893/index.html
108,Fifty Shades Darker (Fifty ...,Romance,£21.96,"

    
        In stock
    
",1,../media/cache/cc/bd/ccbdae9e29b3594301528fa2c876ec29.jpg,fifty-shades-darker-fifty-shades-2_892/index.html
109,Everydata: The Misinformation Hidden ...,Nonfiction,£54.35,"

    
        In stock
    
",2,../media/cache/64/94/6494bf61176ca73b61255909230030be.jpg,everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html
110,Don't Be a Jerk: ...,Religion,£37.97,"

    
        In stock
    
",2,../media/cache/95/30/953013d044aa313cc162dec414f3969a.jpg,dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html
111,Danganronpa Volume 1,Sequential Art,£51.99,"

    
        In stock
    
",4,../media/cache/78/97/7897eea91c4a85aca58d925861d4afec.jpg,danganronpa-volume-1_889/index.html
112,Crown of Midnight (Throne ...,Fantasy,£43.29,"

    
        In stock
    
",3,../media/cache/66/25/6625e3bbb050de3e42a0c302c0d69f1f.jpg,crown-of-midnight-throne-of-glass-2_888/index.html
113,"Codename Baboushka, Volume 1: ...",Sequential Art,£36.72,"

    
        In stock
    
",4,../media/cache/f6/88/f688a9d6a89fdf38e4e88439ee9eda69.jpg,codename-baboushka-volume-1-the-conclave-of-death_887/index.html
114,Camp Midnight,Sequential Art,£17.08,"

    
        In stock
    
",4,../media/cache/dd/c9/ddc95df6754df8e71bf969c088056188.jpg,camp-midnight_886/index.html
115,Call the Nurse: True ...,Nonfiction,£29.14,"

    
        In stock
    
",5,../media/cache/88/9e/889e0bac4c7c0e7178f0165b8d3b4617.jpg,call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html
116,Burning,Young Adult,£28.81,"

    
        In stock
    
",3,../media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,burning_884/index.html
117,Bossypants,Default,£49.46,"

    
        In stock
    
",2,../media/cache/27/d2/27d20361745ec2f7be668b18a4da29da.jpg,bossypants_883/index.html
118,"Bitch Planet, Vol. 1: ...",Sequential Art,£37.92,"

    
        In stock
    
",2,../media/cache/e4/1d/e41d34204a1fffbf825d8beb3dbf4cbc.jpg,bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html
119,Avatar: The Last Airbender: ...,Fantasy,£28.09,"

    
        In stock
    
",2,../media/cache/06/18/061811c5845d0e13bc04b2a755f0830f.jpg,avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html
120,Algorithms to Live By: ...,Nonfiction,£30.81,"

    
        In stock
    
",1,../media/cache/23/b4/23b42e094c02d52b14b11a960d49610e.jpg,algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html
121,A World of Flavor: ...,Default,£42.95,"

    
        In stock
    
",1,../media/cache/78/2e/782e315667ec50759b8603527ee33dec.jpg,a-world-of-flavor-your-gluten-free-passport_879/index.html
122,"A Piece of Sky, ...",Default,£56.76,"

    
        In stock
    
",5,../media/cache/08/89/088995e862aac86c88c608d763f6390e.jpg,a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html
123,A Murder in Time,Mystery,£16.64,"

    
        In stock
    
",1,../media/cache/11/aa/11aaad48b5f15e262456ca65294084da.jpg,a-murder-in-time_877/index.html
124,A Flight of Arrows ...,Historical Fiction,£55.53,"

    
        In stock
    
",5,../media/cache/82/96/8296f92b70fb1dafefecda92c1d51941.jpg,a-flight-of-arrows-the-pathfinders-2_876/index.html
125,A Fierce and Subtle ...,Young Adult,£28.13,"

    
        In stock
    
",4,../media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,a-fierce-and-subtle-poison_875/index.html
126,A Court of Thorns ...,Fantasy,£52.37,"

    
        In stock
    
",1,../media/cache/c0/88/c08816960890396213a423941af65b8f.jpg,a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html
127,(Un)Qualified: How God Uses ...,Christian,£54.00,"

    
        In stock
    
",5,../media/cache/cd/db/cddb3eb483ef11a088d519205b7098fb.jpg,unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html
128,You Are What You ...,Religion,£21.87,"

    
        In stock
    
",4,../media/cache/6b/70/6b70f2cdb17d9ab7551240a88b9211fe.jpg,you-are-what-you-love-the-spiritual-power-of-habit_872/index.html
129,William Shakespeare's Star Wars: ...,Science Fiction,£43.30,"

    
        In stock
    
",4,../media/cache/02/37/0237b445efc18c5562355a5a2c40889c.jpg,william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html
130,Tuesday Nights in 1980,Fiction,£21.04,"

    
        In stock
    
",2,../media/cache/6b/da/6bdae061cb92c32b0b83cda8dd10275d.jpg,tuesday-nights-in-1980_870/index.html
131,Tracing Numbers on a ...,Default,£41.60,"

    
        In stock
    
",3,../media/cache/06/a6/06a6cfcf89afd1601cbba1a16cda57fb.jpg,tracing-numbers-on-a-train_869/index.html
132,Throne of Glass (Throne ...,Fantasy,£35.07,"

    
        In stock
    
",3,../media/cache/32/d6/32d6aa560e8ddf2a4da1526b95d4c7ab.jpg,throne-of-glass-throne-of-glass-1_868/index.html
